universe,signal_ts,trading_day,side,limit_price,e2_limit,stop45,tp1,tp2,filled,cancel_reason,fill_ts,A_pnl,A_e2,A_exits,A_xts,B_pnl,B_e2,B_exits,B_xts,C_pnl,C_e2,C_exits,C_xts,D_pnl,D_e2,D_exits,D_xts
p1,2021-01-25T07:15:00.000Z,2021-01-25,sell,16425,16431.75,16438.5,16414,16387.5,true,,2021-01-25T07:26:02.000Z,-140.00,0,S:10@16439.00,2021-01-25T07:53:46.000Z,-106.25,1,E2:5@16431.75|S:10@16439.00,2021-01-25T07:53:46.000Z,-106.25,1,E2:5@16431.75|S:10@16439.00,2021-01-25T07:53:46.000Z,-140.00,0,S:10@16439.00,2021-01-25T07:53:46.000Z
p5,2021-01-25T07:15:00.000Z,2021-01-25,sell,16442.25,16449.38,16456.5,16413.5,16398.75,true,,2021-01-25T07:53:46.000Z,-147.50,0,S:10@16457.00,2021-01-25T09:11:24.000Z,-111.88,1,E2:5@16449.38|S:10@16457.00,2021-01-25T09:11:24.000Z,-111.88,1,E2:5@16449.38|S:10@16457.00,2021-01-25T09:11:24.000Z,-147.50,0,S:10@16457.00,2021-01-25T09:11:24.000Z
real,2021-01-25T08:00:00.000Z,2021-01-25,buy,16428.25,16421.25,16414.25,16450.5,16450.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-25T09:00:00.000Z,2021-01-25,sell,16479.25,16491.00,16502.75,16442,16441,true,,2021-01-25T14:31:00.000Z,-240.00,0,S:10@16503.25,2021-01-25T14:34:38.000Z,-181.25,1,E2:5@16491.00|S:10@16503.25,2021-01-25T14:34:38.000Z,-181.25,1,E2:5@16491.00|S:10@16503.25,2021-01-25T14:34:38.000Z,-240.00,0,S:10@16503.25,2021-01-25T14:34:38.000Z
p2,2021-01-25T09:15:00.000Z,2021-01-25,buy,16421.25,16403.38,16385.5,16466.25,16514.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-25T10:30:00.000Z,2021-01-25,buy,16432.5,16423.50,16414.5,16455.5,16462.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-25T12:15:00.000Z,2021-01-25,sell,16481,16488.75,16496.5,16467.75,16457.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-25T12:15:00.000Z,2021-01-25,buy,16420.5,16398.00,16375.5,16473,16477,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-25T12:30:00.000Z,2021-01-25,buy,16428.5,16418.50,16408.5,16461.75,16462.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-25T12:30:00.000Z,2021-01-25,buy,16436.5,16429.13,16421.75,16440.75,16455.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-25T13:15:00.000Z,2021-01-25,buy,16439.25,16425.75,16412.25,16464.5,16465,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-01-25T13:15:00.000Z,2021-01-25,buy,16436.75,16426.88,16417,16461.75,16464.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-25T13:30:00.000Z,2021-01-25,buy,16432.5,16420.50,16408.5,16457.25,16476.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-25T13:30:00.000Z,2021-01-25,sell,16478.5,16487.38,16496.25,16451.5,16433.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-25T13:45:00.000Z,2021-01-25,buy,16391.5,16371.00,16350.5,16394.5,16509,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-25T13:45:00.000Z,2021-01-25,buy,16400,16382.38,16364.75,16462.25,16473.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-01-25T14:15:00.000Z,2021-01-25,buy,16437.5,16420.00,16402.5,16461.75,16473,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-25T14:45:00.000Z,2021-01-25,buy,16457,16435.00,16413,16526.75,16531.75,true,,2021-01-25T15:47:40.000Z,-445.00,0,S:10@16412.50,2021-01-25T15:51:04.000Z,-335.00,1,E2:5@16435.00|S:10@16412.50,2021-01-25T15:51:04.000Z,-335.00,1,E2:5@16435.00|S:10@16412.50,2021-01-25T15:51:04.000Z,-445.00,0,S:10@16412.50,2021-01-25T15:51:04.000Z
p5,2021-01-25T15:45:00.000Z,2021-01-25,buy,16429.75,16411.50,16393.25,16468.75,16476.5,true,,2021-01-25T15:49:30.000Z,-370.00,0,S:10@16392.75,2021-01-25T15:51:49.000Z,-278.75,1,E2:5@16411.50|S:10@16392.75,2021-01-25T15:51:49.000Z,-278.75,1,E2:5@16411.50|S:10@16392.75,2021-01-25T15:51:49.000Z,-370.00,0,S:10@16392.75,2021-01-25T15:51:49.000Z
p2,2021-01-25T16:00:00.000Z,2021-01-25,buy,16246.75,16226.13,16205.5,16317.25,16326.25,true,,2021-01-25T16:04:41.000Z,-417.50,0,S:10@16205.00,2021-01-25T16:05:41.000Z,-314.38,1,E2:5@16226.13|S:10@16205.00,2021-01-25T16:05:41.000Z,-314.38,1,E2:5@16226.13|S:10@16205.00,2021-01-25T16:05:41.000Z,-417.50,0,S:10@16205.00,2021-01-25T16:05:41.000Z
p1,2021-01-25T17:45:00.000Z,2021-01-25,sell,16374.5,16395.13,16415.75,16324.25,16320.75,true,,2021-01-25T17:53:22.000Z,-417.50,0,S:10@16416.25,2021-01-25T19:43:53.000Z,-314.38,1,E2:5@16395.13|S:10@16416.25,2021-01-25T19:43:53.000Z,-314.38,1,E2:5@16395.13|S:10@16416.25,2021-01-25T19:43:53.000Z,-417.50,0,S:10@16416.25,2021-01-25T19:43:53.000Z
p1,2021-01-25T18:00:00.000Z,2021-01-25,buy,16342.5,16317.25,16292,16387.5,16390.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-01-25T20:00:00.000Z,2021-01-25,sell,16463,16484.88,16506.75,16450,16403.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-01-25T20:15:00.000Z,2021-01-25,sell,16398.5,16411.13,16423.75,16355.5,16354.25,true,,2021-01-25T20:43:15.000Z,-257.50,0,S:10@16424.25,2021-01-25T20:50:14.000Z,-194.38,1,E2:5@16411.13|S:10@16424.25,2021-01-25T20:50:14.000Z,-194.38,1,E2:5@16411.13|S:10@16424.25,2021-01-25T20:50:14.000Z,-257.50,0,S:10@16424.25,2021-01-25T20:50:14.000Z
p4,2021-01-25T20:45:00.000Z,2021-01-25,sell,16438.75,16454.25,16469.75,16398.25,16388,true,,2021-01-25T20:56:30.000Z,-30.00,0,F:10@16441.75,2021-01-25T21:00:00.000Z,-15.00,0,F:5@16441.75,2021-01-25T21:00:00.000Z,-15.00,0,F:5@16441.75,2021-01-25T21:00:00.000Z,-30.00,0,F:10@16441.75,2021-01-25T21:00:00.000Z
real,2021-01-26T04:45:00.000Z,2021-01-26,sell,16415.75,16435.38,16455,16347.25,16344.5,true,,2021-01-26T09:01:15.000Z,-397.50,0,S:10@16455.50,2021-01-26T12:06:32.000Z,-299.38,1,E2:5@16435.38|S:10@16455.50,2021-01-26T12:06:32.000Z,-299.38,1,E2:5@16435.38|S:10@16455.50,2021-01-26T12:06:32.000Z,-397.50,0,S:10@16455.50,2021-01-26T12:06:32.000Z
p4,2021-01-26T05:00:00.000Z,2021-01-26,buy,16344.75,16339.75,16334.75,16345.25,16354.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-26T07:00:00.000Z,2021-01-26,buy,16333.5,16322.13,16310.75,16356,16373.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-01-26T08:15:00.000Z,2021-01-26,buy,16331.5,16311.75,16292,16386,16494.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-01-26T08:45:00.000Z,2021-01-26,buy,16368.75,16355.63,16342.5,16405.25,16415.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-26T11:00:00.000Z,2021-01-26,sell,16418.5,16440.25,16462,16400.75,16392.25,true,,2021-01-26T11:21:10.000Z,-440.00,0,S:10@16462.50,2021-01-26T14:25:10.000Z,-331.25,1,E2:5@16440.25|S:10@16462.50,2021-01-26T14:25:10.000Z,-331.25,1,E2:5@16440.25|S:10@16462.50,2021-01-26T14:25:10.000Z,-440.00,0,S:10@16462.50,2021-01-26T14:25:10.000Z
real,2021-01-26T11:45:00.000Z,2021-01-26,buy,16404.75,16393.75,16382.75,16430.5,16431,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-26T13:30:00.000Z,2021-01-26,sell,16462.5,16471.88,16481.25,16423.5,16422.5,true,,2021-01-26T14:25:12.000Z,274.50,0,T1:4@16423.50|T2:3@16422.50|L:3@16463.00,2021-01-26T15:03:50.000Z,307.31,1,E2:5@16471.88|T1:4@16423.50|T2:3@16422.50|L:3@16467.69,2021-01-26T15:05:15.000Z,265.13,1,E2:5@16471.88|T1:4@16423.50|T2:3@16422.50|S:3@16481.75,2021-01-26T15:49:00.000Z,218.25,0,T1:4@16423.50|T2:3@16422.50|S:3@16481.75,2021-01-26T15:49:00.000Z
p1,2021-01-26T13:45:00.000Z,2021-01-26,buy,16375.75,16356.88,16338,16462.5,16471.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-26T14:00:00.000Z,2021-01-26,sell,16469,16481.75,16494.5,16441.5,16432,true,,2021-01-26T14:30:44.000Z,219.50,0,T1:4@16441.50|T2:3@16432.00|L:3@16469.50,2021-01-26T15:05:16.000Z,128.50,0,T1:2@16441.50|T2:2@16432.00|L:1@16469.50,2021-01-26T15:05:16.000Z,103.00,0,T1:2@16441.50|T2:2@16432.00|S:1@16495.00,2021-01-26T16:06:02.000Z,143.00,0,T1:4@16441.50|T2:3@16432.00|S:3@16495.00,2021-01-26T16:06:02.000Z
real,2021-01-26T14:45:00.000Z,2021-01-26,sell,16444.5,16462.50,16480.5,16401.25,16397.25,true,,2021-01-26T14:59:01.000Z,-365.00,0,S:10@16481.00,2021-01-26T15:48:44.000Z,-275.00,1,E2:5@16462.50|S:10@16481.00,2021-01-26T15:48:44.000Z,-275.00,1,E2:5@16462.50|S:10@16481.00,2021-01-26T15:48:44.000Z,-365.00,0,S:10@16481.00,2021-01-26T15:48:44.000Z
p2,2021-01-26T14:45:00.000Z,2021-01-26,sell,16434.75,16443.25,16451.75,16394.5,16393,true,,2021-01-26T14:54:18.000Z,-175.00,0,S:10@16452.25,2021-01-26T15:00:15.000Z,-132.50,1,E2:5@16443.25|S:10@16452.25,2021-01-26T15:00:15.000Z,-132.50,1,E2:5@16443.25|S:10@16452.25,2021-01-26T15:00:15.000Z,-175.00,0,S:10@16452.25,2021-01-26T15:00:15.000Z
real,2021-01-26T15:45:00.000Z,2021-01-26,buy,16424.25,16406.63,16389,16473.5,16474.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-26T16:00:00.000Z,2021-01-26,sell,16488.25,16494.50,16500.75,16475.5,16474.5,true,,2021-01-26T16:05:46.000Z,201.00,0,T1:4@16475.50|T2:3@16474.50|F:3@16452.00,2021-01-26T21:00:00.000Z,232.25,1,E2:5@16494.50|T1:4@16475.50|T2:3@16474.50|F:3@16452.00,2021-01-26T21:00:00.000Z,232.25,1,E2:5@16494.50|T1:4@16475.50|T2:3@16474.50|F:3@16452.00,2021-01-26T21:00:00.000Z,201.00,0,T1:4@16475.50|T2:3@16474.50|F:3@16452.00,2021-01-26T21:00:00.000Z
p2,2021-01-26T19:30:00.000Z,2021-01-26,buy,16413.25,16388.75,16364.25,16478,16479.5,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
p5,2021-01-26T19:30:00.000Z,2021-01-26,buy,16449,16434.88,16420.75,16469,16470.75,true,,2021-01-26T19:54:05.000Z,143.75,0,T1:4@16469.00|T2:3@16470.75|L:3@16448.50,2021-01-26T20:52:46.000Z,83.00,0,T1:2@16469.00|T2:2@16470.75|L:1@16448.50,2021-01-26T20:52:46.000Z,85.50,0,T1:2@16469.00|T2:2@16470.75|F:1@16451.00,2021-01-26T21:00:00.000Z,151.25,0,T1:4@16469.00|T2:3@16470.75|F:3@16451.00,2021-01-26T21:00:00.000Z
p2,2021-01-26T19:45:00.000Z,2021-01-26,buy,16403.75,16385.88,16368,16486.5,16488.25,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
p2,2021-01-26T21:00:00.000Z,2021-01-26,buy,16389.75,16365.38,16341,16453,16453.75,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
real,2021-01-26T21:15:00.000Z,2021-01-26,buy,16476.25,16453.75,16431.25,16521.25,16566.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p4,2021-01-27T04:00:00.000Z,2021-01-27,sell,16541,16552.38,16563.75,16510.25,16506.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-27T04:15:00.000Z,2021-01-27,buy,16475.25,16459.13,16443,16518.25,16522,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-27T04:30:00.000Z,2021-01-27,buy,16467.25,16448.00,16428.75,16538.25,16541.25,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p3,2021-01-27T04:45:00.000Z,2021-01-27,sell,16584.5,16605.75,16627,16501.75,16496.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-01-27T06:00:00.000Z,2021-01-27,buy,16514.25,16505.88,16497.5,16534,16536.5,true,,2021-01-27T07:09:36.000Z,-172.50,0,S:10@16497.00,2021-01-27T08:17:14.000Z,-130.63,1,E2:5@16505.88|S:10@16497.00,2021-01-27T08:17:14.000Z,-130.63,1,E2:5@16505.88|S:10@16497.00,2021-01-27T08:17:14.000Z,-172.50,0,S:10@16497.00,2021-01-27T08:17:14.000Z
p5,2021-01-27T07:00:00.000Z,2021-01-27,sell,16529.75,16534.38,16539,16521,16516.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-27T07:15:00.000Z,2021-01-27,buy,16518.5,16511.75,16505,16532.75,16535.5,true,,2021-01-27T07:16:22.000Z,-140.00,0,S:10@16504.50,2021-01-27T08:02:53.000Z,-106.25,1,E2:5@16511.75|S:10@16504.50,2021-01-27T08:02:53.000Z,-106.25,1,E2:5@16511.75|S:10@16504.50,2021-01-27T08:02:53.000Z,-140.00,0,S:10@16504.50,2021-01-27T08:02:53.000Z
p4,2021-01-27T07:45:00.000Z,2021-01-27,sell,16525.5,16535.75,16546,16514.75,16506.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-01-27T08:15:00.000Z,2021-01-27,sell,16517.25,16523.75,16530.25,16506.25,16498.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-01-27T08:30:00.000Z,2021-01-27,sell,16520.25,16532.25,16544.25,16496,16447.25,true,,2021-01-27T09:02:50.000Z,1615.75,0,T1:4@16496.00|T2:3@16447.25|F:3@16087.00,2021-01-27T21:00:00.000Z,1675.75,1,E2:5@16532.25|T1:4@16496.00|T2:3@16447.25|F:3@16087.00,2021-01-27T21:00:00.000Z,1675.75,1,E2:5@16532.25|T1:4@16496.00|T2:3@16447.25|F:3@16087.00,2021-01-27T21:00:00.000Z,1615.75,0,T1:4@16496.00|T2:3@16447.25|F:3@16087.00,2021-01-27T21:00:00.000Z
p5,2021-01-27T09:00:00.000Z,2021-01-27,sell,16518.5,16527.75,16537,16502,16491.25,true,,2021-01-27T09:02:37.000Z,63.00,0,T1:4@16502.00|L:6@16519.00,2021-01-27T10:19:42.000Z,1488.50,1,E2:5@16527.75|T1:4@16502.00|T2:3@16491.25|F:3@16087.00,2021-01-27T21:00:00.000Z,1488.50,1,E2:5@16527.75|T1:4@16502.00|T2:3@16491.25|F:3@16087.00,2021-01-27T21:00:00.000Z,1442.25,0,T1:4@16502.00|T2:3@16491.25|F:3@16087.00,2021-01-27T21:00:00.000Z
p4,2021-01-27T10:15:00.000Z,2021-01-27,buy,16491.75,16484.13,16476.5,16508.25,16509.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-27T10:30:00.000Z,2021-01-27,sell,16536.25,16546.00,16555.75,16508.5,16506.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-27T12:15:00.000Z,2021-01-27,sell,16451.25,16467.88,16484.5,16406.25,16401.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-01-27T12:15:00.000Z,2021-01-27,sell,16427.25,16438.88,16450.5,16412,16378.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-27T13:15:00.000Z,2021-01-27,buy,16305.5,16290.00,16274.5,16343.25,16346,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-27T14:45:00.000Z,2021-01-27,sell,16233.5,16252.38,16271.25,16197,16195.25,true,,2021-01-27T14:57:28.000Z,-382.50,0,S:10@16271.75,2021-01-27T15:02:51.000Z,-288.13,1,E2:5@16252.38|S:10@16271.75,2021-01-27T15:02:51.000Z,-288.13,1,E2:5@16252.38|S:10@16271.75,2021-01-27T15:02:51.000Z,-382.50,0,S:10@16271.75,2021-01-27T15:02:51.000Z
p5,2021-01-27T14:45:00.000Z,2021-01-27,buy,16149.5,16134.25,16119,16176.25,16218.5,true,,2021-01-27T14:50:32.000Z,104.00,0,T1:4@16176.25|L:6@16149.00,2021-01-27T14:52:32.000Z,52.00,0,T1:2@16176.25|L:3@16149.00,2021-01-27T14:52:32.000Z,160.50,0,T1:2@16176.25|T2:2@16218.50|S:1@16118.50,2021-01-27T19:49:21.000Z,221.00,0,T1:4@16176.25|T2:3@16218.50|S:3@16118.50,2021-01-27T19:49:21.000Z
p4,2021-01-27T15:00:00.000Z,2021-01-27,buy,16197.25,16175.63,16154,16254.5,16257,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-27T16:00:00.000Z,2021-01-27,buy,16319.5,16312.13,16304.75,16332.25,16334,true,,2021-01-27T16:00:37.000Z,-152.50,0,S:10@16304.25,2021-01-27T16:06:22.000Z,-115.63,1,E2:5@16312.13|S:10@16304.25,2021-01-27T16:06:22.000Z,-115.63,1,E2:5@16312.13|S:10@16304.25,2021-01-27T16:06:22.000Z,-152.50,0,S:10@16304.25,2021-01-27T16:06:22.000Z
p2,2021-01-27T19:15:00.000Z,2021-01-27,sell,16287.75,16299.50,16311.25,16257.5,16257,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-27T19:45:00.000Z,2021-01-27,buy,16100.5,16075.38,16050.25,16172.25,16174,true,,2021-01-27T19:51:44.000Z,-507.50,0,S:10@16049.75,2021-01-27T20:23:37.000Z,-381.88,1,E2:5@16075.38|S:10@16049.75,2021-01-27T20:23:37.000Z,-381.88,1,E2:5@16075.38|S:10@16049.75,2021-01-27T20:23:37.000Z,-507.50,0,S:10@16049.75,2021-01-27T20:23:37.000Z
p1,2021-01-28T04:00:00.000Z,2021-01-28,buy,16008.5,15997.50,15986.5,16030.75,16038.5,true,,2021-01-28T04:25:28.000Z,-225.00,0,S:10@15986.00,2021-01-28T04:36:44.000Z,-170.00,1,E2:5@15997.50|S:10@15986.00,2021-01-28T04:36:44.000Z,-170.00,1,E2:5@15997.50|S:10@15986.00,2021-01-28T04:36:44.000Z,-225.00,0,S:10@15986.00,2021-01-28T04:36:44.000Z
p2,2021-01-28T04:00:00.000Z,2021-01-28,sell,16114.25,16135.63,16157,16048,16020.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-01-28T07:15:00.000Z,2021-01-28,buy,15948.25,15932.00,15915.75,15979.75,15985.25,true,,2021-01-28T07:34:19.000Z,235.50,0,T1:4@15979.75|T2:3@15985.25|L:3@15947.75,2021-01-28T08:41:08.000Z,136.50,0,T1:2@15979.75|T2:2@15985.25|L:1@15947.75,2021-01-28T08:41:08.000Z,104.00,0,T1:2@15979.75|T2:2@15985.25|S:1@15915.25,2021-01-28T08:46:25.000Z,138.00,0,T1:4@15979.75|T2:3@15985.25|S:3@15915.25,2021-01-28T08:46:25.000Z
p3,2021-01-28T10:00:00.000Z,2021-01-28,sell,15941.5,15949.13,15956.75,15925,15911.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-28T11:45:00.000Z,2021-01-28,buy,15933.5,15917.50,15901.5,15969,15972,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-01-28T12:30:00.000Z,2021-01-28,sell,16036,16044.50,16053,16018.5,16014.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-01-28T12:45:00.000Z,2021-01-28,buy,15946.5,15922.50,15898.5,16021.25,16021.75,true,,2021-01-28T13:14:24.000Z,1141.25,0,T1:4@16021.25|T2:3@16021.75|F:3@16152.00,2021-01-28T21:00:00.000Z,505.50,0,T1:2@16021.25|T2:2@16021.75|F:1@16152.00,2021-01-28T21:00:00.000Z,505.50,0,T1:2@16021.25|T2:2@16021.75|F:1@16152.00,2021-01-28T21:00:00.000Z,1141.25,0,T1:4@16021.25|T2:3@16021.75|F:3@16152.00,2021-01-28T21:00:00.000Z
p4,2021-01-28T13:45:00.000Z,2021-01-28,buy,15998,15987.13,15976.25,16026,16036.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-01-28T14:45:00.000Z,2021-01-28,buy,16108.25,16081.88,16055.5,16217.75,16235.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-01-28T15:30:00.000Z,2021-01-28,sell,16220.75,16232.00,16243.25,16184.25,16161.5,true,,2021-01-28T15:33:41.000Z,143.00,0,T1:4@16184.25|L:6@16221.25,2021-01-28T15:45:36.000Z,71.50,0,T1:2@16184.25|L:3@16221.25,2021-01-28T15:45:36.000Z,4.00,0,T1:2@16184.25|S:3@16243.75,2021-01-28T15:49:08.000Z,8.00,0,T1:4@16184.25|S:6@16243.75,2021-01-28T15:49:08.000Z
p4,2021-01-28T15:30:00.000Z,2021-01-28,sell,16244.5,16260.63,16276.75,16192.25,16191.75,true,,2021-01-28T15:49:08.000Z,-327.50,0,S:10@16277.25,2021-01-28T16:07:32.000Z,-246.88,1,E2:5@16260.63|S:10@16277.25,2021-01-28T16:07:32.000Z,-246.88,1,E2:5@16260.63|S:10@16277.25,2021-01-28T16:07:32.000Z,-327.50,0,S:10@16277.25,2021-01-28T16:07:32.000Z
p5,2021-01-28T18:30:00.000Z,2021-01-28,sell,16339.25,16347.13,16355,16320.25,16296.25,true,,2021-01-28T18:32:57.000Z,-162.50,0,S:10@16355.50,2021-01-28T18:38:26.000Z,-123.13,1,E2:5@16347.13|S:10@16355.50,2021-01-28T18:38:26.000Z,-123.13,1,E2:5@16347.13|S:10@16355.50,2021-01-28T18:38:26.000Z,-162.50,0,S:10@16355.50,2021-01-28T18:38:26.000Z
real,2021-01-28T19:15:00.000Z,2021-01-28,sell,16341.75,16353.50,16365.25,16311.5,16311,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-01-28T19:30:00.000Z,2021-01-28,buy,16312,16305.13,16298.25,16323.5,16326,true,,2021-01-28T19:30:28.000Z,-142.50,0,S:10@16297.75,2021-01-28T19:37:02.000Z,-108.13,1,E2:5@16305.13|S:10@16297.75,2021-01-28T19:37:02.000Z,-108.13,1,E2:5@16305.13|S:10@16297.75,2021-01-28T19:37:02.000Z,-142.50,0,S:10@16297.75,2021-01-28T19:37:02.000Z
p2,2021-01-28T20:45:00.000Z,2021-01-28,buy,16198,16188.00,16178,16215.75,16216.25,true,,2021-01-28T20:45:55.000Z,-205.00,0,S:10@16177.50,2021-01-28T20:47:01.000Z,-155.00,1,E2:5@16188.00|S:10@16177.50,2021-01-28T20:47:01.000Z,-155.00,1,E2:5@16188.00|S:10@16177.50,2021-01-28T20:47:01.000Z,-205.00,0,S:10@16177.50,2021-01-28T20:47:01.000Z
p1,2021-01-28T21:45:00.000Z,2021-01-28,buy,16043.25,16017.88,15992.5,16157.75,16175.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p3,2021-01-28T23:15:00.000Z,2021-01-29,sell,16189.75,16212.13,16234.5,16111.5,16016.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-01-29T01:45:00.000Z,2021-01-29,buy,16023.25,16007.63,15992,16077.75,16107.5,true,,2021-01-29T02:24:36.000Z,-317.50,0,S:10@15991.50,2021-01-29T03:28:29.000Z,-239.38,1,E2:5@16007.63|S:10@15991.50,2021-01-29T03:28:29.000Z,-239.38,1,E2:5@16007.63|S:10@15991.50,2021-01-29T03:28:29.000Z,-317.50,0,S:10@15991.50,2021-01-29T03:28:29.000Z
p1,2021-01-29T03:00:00.000Z,2021-01-29,buy,16028.25,16020.63,16013,16037.75,16040,true,,2021-01-29T03:04:38.000Z,71.75,0,T1:4@16037.75|T2:3@16040.00|L:3@16027.75,2021-01-29T03:14:18.000Z,42.00,0,T1:2@16037.75|T2:2@16040.00|L:1@16027.75,2021-01-29T03:14:18.000Z,26.75,0,T1:2@16037.75|T2:2@16040.00|S:1@16012.50,2021-01-29T03:23:27.000Z,26.00,0,T1:4@16037.75|T2:3@16040.00|S:3@16012.50,2021-01-29T03:23:27.000Z
p5,2021-01-29T03:15:00.000Z,2021-01-29,sell,16049.75,16059.38,16069,16023,16022,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-01-29T08:00:00.000Z,2021-01-29,buy,15937.5,15922.38,15907.25,15970.5,15971,true,,2021-01-29T08:08:36.000Z,-307.50,0,S:10@15906.75,2021-01-29T08:09:43.000Z,-231.88,1,E2:5@15922.38|S:10@15906.75,2021-01-29T08:09:43.000Z,-231.88,1,E2:5@15922.38|S:10@15906.75,2021-01-29T08:09:43.000Z,-307.50,0,S:10@15906.75,2021-01-29T08:09:43.000Z
real,2021-01-29T08:15:00.000Z,2021-01-29,sell,15998.25,16022.13,16046,15900.5,15887.5,true,,2021-01-29T09:00:25.000Z,-482.50,0,S:10@16046.50,2021-01-29T11:36:58.000Z,-363.13,1,E2:5@16022.13|S:10@16046.50,2021-01-29T11:36:58.000Z,-363.13,1,E2:5@16022.13|S:10@16046.50,2021-01-29T11:36:58.000Z,-482.50,0,S:10@16046.50,2021-01-29T11:36:58.000Z
p5,2021-01-29T11:15:00.000Z,2021-01-29,sell,16059.25,16074.75,16090.25,16011,16005.25,true,,2021-01-29T11:37:17.000Z,353.50,0,T1:4@16011.00|T2:3@16005.25|L:3@16059.75,2021-01-29T13:33:47.000Z,204.00,0,T1:2@16011.00|T2:2@16005.25|L:1@16059.75,2021-01-29T13:33:47.000Z,173.00,0,T1:2@16011.00|T2:2@16005.25|S:1@16090.75,2021-01-29T13:38:07.000Z,260.50,0,T1:4@16011.00|T2:3@16005.25|S:3@16090.75,2021-01-29T13:38:07.000Z
p5,2021-01-29T11:30:00.000Z,2021-01-29,buy,15996.75,15983.50,15970.25,16046.75,16048,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
