Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
7036,Exit long,2025-10-15 23:36,X,24908.75,1,498125,50,0.01,825,0.17,-100,-0.02,72425,0.72
7036,Entry long,2025-10-15 22:36,B=1|T=20251016T0236,24906.25,1,498125,50,0.01,825,0.17,-100,-0.02,72425,0.72
7037,Exit long,2025-10-15 23:42,X,24917.5,1,498175,175,0.04,175,0.04,-40,-0.01,72600,0.73
7037,Entry long,2025-10-15 23:36,B=0|T=20251016T0336,24908.75,1,498175,175,0.04,175,0.04,-40,-0.01,72600,0.73
7038,Exit long,2025-10-15 23:45,X,24920,1,498350,50,0.01,50,0.01,-65,-0.01,72650,0.73
7038,Entry long,2025-10-15 23:42,B=1|T=20251016T0342,24917.5,1,498350,50,0.01,50,0.01,-65,-0.01,72650,0.73
7039,Exit long,2025-10-16 00:03,X,24925.5,1,498400,110,0.02,180,0.04,-180,-0.04,72760,0.73
7039,Entry long,2025-10-15 23:45,B=0|T=20251016T0345,24920,1,498400,110,0.02,180,0.04,-180,-0.04,72760,0.73
7040,Exit long,2025-10-16 00:27,X,24928.5,1,498510,60,0.01,300,0.06,-85,-0.02,72820,0.73
7040,Entry long,2025-10-16 00:03,B=1|T=20251016T0403,24925.5,1,498510,60,0.01,300,0.06,-85,-0.02,72820,0.73
7041,Exit long,2025-10-16 00:30,X,24933.5,1,498570,100,0.02,140,0.03,-10,0.00,72920,0.73
7041,Entry long,2025-10-16 00:27,B=0|T=20251016T0427,24928.5,1,498570,100,0.02,140,0.03,-10,0.00,72920,0.73
7042,Exit long,2025-10-16 00:42,X,24932.75,1,498670,-15,0.00,125,0.03,-340,-0.07,72905,0.73
7042,Entry long,2025-10-16 00:30,B=1|T=20251016T0430,24933.5,1,498670,-15,0.00,125,0.03,-340,-0.07,72905,0.73
7043,Exit long,2025-10-16 01:18,X,24936.5,1,498655,75,0.02,155,0.03,-275,-0.06,72980,0.73
7043,Entry long,2025-10-16 00:42,B=0|T=20251016T0442,24932.75,1,498655,75,0.02,155,0.03,-275,-0.06,72980,0.73
7044,Exit long,2025-10-16 01:24,X,24934,1,498730,-50,-0.01,100,0.02,-60,-0.01,72930,0.73
7044,Entry long,2025-10-16 01:18,B=1|T=20251016T0518,24936.5,1,498730,-50,-0.01,100,0.02,-60,-0.01,72930,0.73
7045,Exit long,2025-10-16 01:27,X,24936,1,498680,40,0.01,80,0.02,-20,0.00,72970,0.73
7045,Entry long,2025-10-16 01:24,B=0|T=20251016T0524,24934,1,498680,40,0.01,80,0.02,-20,0.00,72970,0.73
7046,Exit long,2025-10-16 03:27,X,24999.75,1,498720,1275,0.26,2120,0.43,-200,-0.04,74245,0.74
7046,Entry long,2025-10-16 01:27,B=1|T=20251016T0527,24936,1,498720,1275,0.26,2120,0.43,-200,-0.04,74245,0.74
7047,Exit long,2025-10-16 03:45,X,25008,1,499995,165,0.03,195,0.04,-530,-0.11,74410,0.74
7047,Entry long,2025-10-16 03:27,B=0|T=20251016T0727,24999.75,1,499995,165,0.03,195,0.04,-530,-0.11,74410,0.74
7048,Exit long,2025-10-16 04:24,X,25033.25,1,500160,505,0.10,980,0.20,-25,0.00,74915,0.75
7048,Entry long,2025-10-16 03:45,B=1|T=20251016T0745,25008,1,500160,505,0.10,980,0.20,-25,0.00,74915,0.75
7049,Exit long,2025-10-16 05:45,X,25037,1,500665,75,0.01,130,0.03,-560,-0.11,74990,0.75
7049,Entry long,2025-10-16 04:24,B=0|T=20251016T0824,25033.25,1,500665,75,0.01,130,0.03,-560,-0.11,74990,0.75
7050,Exit long,2025-10-16 07:39,X,25066.5,1,500740,590,0.12,965,0.19,-30,-0.01,75580,0.76
7050,Entry long,2025-10-16 05:45,B=1|T=20251016T0945,25037,1,500740,590,0.12,965,0.19,-30,-0.01,75580,0.76
7051,Exit long,2025-10-16 08:36,X,25073.25,1,501330,135,0.03,270,0.05,-930,-0.19,75715,0.76
7051,Entry long,2025-10-16 07:39,B=0|T=20251016T1139,25066.5,1,501330,135,0.03,270,0.05,-930,-0.19,75715,0.76
7052,Exit long,2025-10-16 09:00,X,25078.5,1,501465,105,0.02,525,0.10,-95,-0.02,75820,0.76
7052,Entry long,2025-10-16 08:36,B=1|T=20251016T1236,25073.25,1,501465,105,0.02,525,0.10,-95,-0.02,75820,0.76
7053,Exit long,2025-10-16 09:15,X,25085.25,1,501570,135,0.03,200,0.04,-325,-0.06,75955,0.76
7053,Entry long,2025-10-16 09:00,B=0|T=20251016T1300,25078.5,1,501570,135,0.03,200,0.04,-325,-0.06,75955,0.76
7054,Exit long,2025-10-16 09:18,X,25072.25,1,501705,-260,-0.05,15,0.00,-335,-0.07,75695,0.76
7054,Entry long,2025-10-16 09:15,B=1|T=20251016T1315,25085.25,1,501705,-260,-0.05,15,0.00,-335,-0.07,75695,0.76
7055,Exit long,2025-10-16 09:42,X,25092,1,501445,395,0.08,685,0.14,-685,-0.14,76090,0.76
7055,Entry long,2025-10-16 09:18,B=0|T=20251016T1318,25072.25,1,501445,395,0.08,685,0.14,-685,-0.14,76090,0.76
7056,Exit long,2025-10-16 09:45,X,25066.5,1,501840,-510,-0.10,670,0.13,-620,-0.12,75580,0.76
7056,Entry long,2025-10-16 09:42,B=1|T=20251016T1342,25092,1,501840,-510,-0.10,670,0.13,-620,-0.12,75580,0.76
7057,Exit long,2025-10-16 10:15,X,25079.75,1,501330,265,0.05,595,0.12,-1055,-0.21,75845,0.76
7057,Entry long,2025-10-16 09:45,B=0|T=20251016T1345,25066.5,1,501330,265,0.05,595,0.12,-1055,-0.21,75845,0.76
7058,Exit long,2025-10-16 10:18,X,25078.5,1,501595,-25,0.00,250,0.05,-275,-0.05,75820,0.76
7058,Entry long,2025-10-16 10:15,B=1|T=20251016T1415,25079.75,1,501595,-25,0.00,250,0.05,-275,-0.05,75820,0.76
7059,Exit long,2025-10-16 10:21,X,25101.5,1,501570,460,0.09,705,0.14,-150,-0.03,76280,0.76
7059,Entry long,2025-10-16 10:18,B=0|T=20251016T1418,25078.5,1,501570,460,0.09,705,0.14,-150,-0.03,76280,0.76
7060,Exit long,2025-10-16 10:24,X,25050.5,1,502030,-1020,-0.20,215,0.04,-1105,-0.22,75260,0.75
7060,Entry long,2025-10-16 10:21,B=1|T=20251016T1421,25101.5,1,502030,-1020,-0.20,215,0.04,-1105,-0.22,75260,0.75
7061,Exit long,2025-10-16 10:27,X,25081,1,501010,610,0.12,645,0.13,-120,-0.02,75870,0.76
7061,Entry long,2025-10-16 10:24,B=0|T=20251016T1424,25050.5,1,501010,610,0.12,645,0.13,-120,-0.02,75870,0.76
7062,Exit long,2025-10-16 11:24,X,25051.5,1,501620,-590,-0.12,1970,0.39,-630,-0.13,75280,0.75
7062,Entry long,2025-10-16 10:27,B=1|T=20251016T1427,25081,1,501620,-590,-0.12,1970,0.39,-630,-0.13,75280,0.75
7063,Exit long,2025-10-16 12:57,X,24927.5,1,501030,-2480,-0.49,435,0.09,-6390,-1.28,72800,0.73
7063,Entry long,2025-10-16 11:24,B=0|T=20251016T1524,25051.5,1,501030,-2480,-0.49,435,0.09,-6390,-1.28,72800,0.73
7064,Exit long,2025-10-16 13:00,X,24878,1,498550,-990,-0.20,205,0.04,-1195,-0.24,71810,0.72
7064,Entry long,2025-10-16 12:57,B=1|T=20251016T1657,24927.5,1,498550,-990,-0.20,205,0.04,-1195,-0.24,71810,0.72
7065,Exit long,2025-10-16 13:09,X,24908.25,1,497560,605,0.12,775,0.16,-1035,-0.21,72415,0.72
7065,Entry long,2025-10-16 13:00,B=0|T=20251016T1700,24878,1,497560,605,0.12,775,0.16,-1035,-0.21,72415,0.72
7066,Exit long,2025-10-16 13:12,X,24887.75,1,498165,-410,-0.08,315,0.06,-425,-0.09,72005,0.72
7066,Entry long,2025-10-16 13:09,B=1|T=20251016T1709,24908.25,1,498165,-410,-0.08,315,0.06,-425,-0.09,72005,0.72
7067,Exit long,2025-10-16 13:18,X,24923.75,1,497755,720,0.14,1585,0.32,-250,-0.05,72725,0.73
7067,Entry long,2025-10-16 13:12,B=0|T=20251016T1712,24887.75,1,497755,720,0.14,1585,0.32,-250,-0.05,72725,0.73
7068,Exit long,2025-10-16 13:21,X,24881.75,1,498475,-840,-0.17,0,0.00,-980,-0.20,71885,0.72
7068,Entry long,2025-10-16 13:18,B=1|T=20251016T1718,24923.75,1,498475,-840,-0.17,0,0.00,-980,-0.20,71885,0.72
7069,Exit long,2025-10-16 13:27,X,24930,1,497635,965,0.19,1060,0.21,-115,-0.02,72850,0.73
7069,Entry long,2025-10-16 13:21,B=0|T=20251016T1721,24881.75,1,497635,965,0.19,1060,0.21,-115,-0.02,72850,0.73
7070,Exit long,2025-10-16 13:39,X,24870,1,498600,-1200,-0.24,600,0.12,-1440,-0.29,71650,0.72
7070,Entry long,2025-10-16 13:27,B=1|T=20251016T1727,24930,1,498600,-1200,-0.24,600,0.12,-1440,-0.29,71650,0.72
7071,Exit long,2025-10-16 14:57,X,24798.5,1,497400,-1430,-0.29,320,0.06,-4530,-0.91,70220,0.70
7071,Entry long,2025-10-16 13:39,B=0|T=20251016T1739,24870,1,497400,-1430,-0.29,320,0.06,-4530,-0.91,70220,0.70
7072,Exit long,2025-10-16 15:00,X,24770.5,1,495970,-560,-0.11,280,0.06,-695,-0.14,69660,0.70
7072,Entry long,2025-10-16 14:57,B=1|T=20251016T1857,24798.5,1,495970,-560,-0.11,280,0.06,-695,-0.14,69660,0.70
7073,Exit long,2025-10-16 15:03,X,24781.5,1,495410,220,0.04,485,0.10,-95,-0.02,69880,0.70
7073,Entry long,2025-10-16 15:00,B=0|T=20251016T1900,24770.5,1,495410,220,0.04,485,0.10,-95,-0.02,69880,0.70
7074,Exit long,2025-10-16 15:15,X,24730,1,495630,-1030,-0.21,785,0.16,-1085,-0.22,68850,0.69
7074,Entry long,2025-10-16 15:03,B=1|T=20251016T1903,24781.5,1,495630,-1030,-0.21,785,0.16,-1085,-0.22,68850,0.69
7075,Exit long,2025-10-16 15:24,X,24727.5,1,494600,-50,-0.01,615,0.12,-750,-0.15,68800,0.69
7075,Entry long,2025-10-16 15:15,B=0|T=20251016T1915,24730,1,494600,-50,-0.01,615,0.12,-750,-0.15,68800,0.69
7076,Exit long,2025-10-16 18:57,X,24741.5,1,494550,280,0.06,2620,0.53,-380,-0.08,69080,0.69
7076,Entry long,2025-10-16 15:24,B=1|T=20251016T1924,24727.5,1,494550,280,0.06,2620,0.53,-380,-0.08,69080,0.69
7077,Exit long,2025-10-16 19:18,X,24767.25,1,494830,515,0.10,535,0.11,-370,-0.07,69595,0.70
7077,Entry long,2025-10-16 18:57,B=0|T=20251016T2257,24741.5,1,494830,515,0.10,535,0.11,-370,-0.07,69595,0.70
7078,Exit long,2025-10-16 19:21,X,24756,1,495345,-225,-0.05,25,0.01,-320,-0.06,69370,0.69
7078,Entry long,2025-10-16 19:18,B=1|T=20251016T2318,24767.25,1,495345,-225,-0.05,25,0.01,-320,-0.06,69370,0.69
7079,Exit long,2025-10-16 20:09,X,24784.5,1,495120,570,0.12,780,0.16,-720,-0.15,69940,0.70
7079,Entry long,2025-10-16 19:21,B=0|T=20251016T2321,24756,1,495120,570,0.12,780,0.16,-720,-0.15,69940,0.70
7080,Exit long,2025-10-16 20:12,X,24763.75,1,495690,-415,-0.08,25,0.01,-460,-0.09,69525,0.70
7080,Entry long,2025-10-16 20:09,B=1|T=20251017T0009,24784.5,1,495690,-415,-0.08,25,0.01,-460,-0.09,69525,0.70
7081,Exit long,2025-10-16 20:21,X,24775.25,1,495275,230,0.05,440,0.09,-110,-0.02,69755,0.70
7081,Entry long,2025-10-16 20:12,B=0|T=20251017T0012,24763.75,1,495275,230,0.05,440,0.09,-110,-0.02,69755,0.70
7082,Exit long,2025-10-16 20:48,X,24773,1,495505,-45,-0.01,330,0.07,-155,-0.03,69710,0.70
7082,Entry long,2025-10-16 20:21,B=1|T=20251017T0021,24775.25,1,495505,-45,-0.01,330,0.07,-155,-0.03,69710,0.70
7083,Exit long,2025-10-16 20:54,X,24777.25,1,495460,85,0.02,190,0.04,-130,-0.03,69795,0.70
7083,Entry long,2025-10-16 20:48,B=0|T=20251017T0048,24773,1,495460,85,0.02,190,0.04,-130,-0.03,69795,0.70
7084,Exit long,2025-10-16 21:51,X,24760.5,1,495545,-335,-0.07,1170,0.24,-360,-0.07,69460,0.69
7084,Entry long,2025-10-16 20:54,B=1|T=20251017T0054,24777.25,1,495545,-335,-0.07,1170,0.24,-360,-0.07,69460,0.69
7085,Exit long,2025-10-17 02:00,X,24670.5,1,495210,-1800,-0.36,245,0.05,-2885,-0.58,67660,0.68
7085,Entry long,2025-10-16 21:51,B=0|T=20251017T0151,24760.5,1,495210,-1800,-0.36,245,0.05,-2885,-0.58,67660,0.68
7086,Exit long,2025-10-17 02:15,X,24658.25,1,493410,-245,-0.05,405,0.08,-395,-0.08,67415,0.67
7086,Entry long,2025-10-17 02:00,B=1|T=20251017T0600,24670.5,1,493410,-245,-0.05,405,0.08,-395,-0.08,67415,0.67
7087,Exit long,2025-10-17 03:51,X,24512.5,1,493165,-2915,-0.59,25,0.01,-4605,-0.93,64500,0.65
7087,Entry long,2025-10-17 02:15,B=0|T=20251017T0615,24658.25,1,493165,-2915,-0.59,25,0.01,-4605,-0.93,64500,0.65
7088,Exit long,2025-10-17 03:54,X,24484,1,490250,-570,-0.12,20,0.00,-785,-0.16,63930,0.64
7088,Entry long,2025-10-17 03:51,B=1|T=20251017T0751,24512.5,1,490250,-570,-0.12,20,0.00,-785,-0.16,63930,0.64
7089,Exit long,2025-10-17 04:33,X,24507.5,1,489680,470,0.10,580,0.12,-1480,-0.30,64400,0.64
7089,Entry long,2025-10-17 03:54,B=0|T=20251017T0754,24484,1,489680,470,0.10,580,0.12,-1480,-0.30,64400,0.64
7090,Exit long,2025-10-17 08:51,X,24733.5,1,490150,4520,0.92,5905,1.20,-655,-0.13,68920,0.69
7090,Entry long,2025-10-17 04:33,B=1|T=20251017T0833,24507.5,1,490150,4520,0.92,5905,1.20,-655,-0.13,68920,0.69
7091,Exit long,2025-10-17 08:54,X,24742.25,1,494670,175,0.04,570,0.12,-10,0.00,69095,0.69
7091,Entry long,2025-10-17 08:51,B=0|T=20251017T1251,24733.5,1,494670,175,0.04,570,0.12,-10,0.00,69095,0.69
7092,Exit long,2025-10-17 08:57,X,24738.25,1,494845,-80,-0.02,85,0.02,-165,-0.03,69015,0.69
7092,Entry long,2025-10-17 08:54,B=1|T=20251017T1254,24742.25,1,494845,-80,-0.02,85,0.02,-165,-0.03,69015,0.69
7093,Exit long,2025-10-17 09:06,X,24768.75,1,494765,610,0.12,655,0.13,-105,-0.02,69625,0.70
7093,Entry long,2025-10-17 08:57,B=0|T=20251017T1257,24738.25,1,494765,610,0.12,655,0.13,-105,-0.02,69625,0.70
7094,Exit long,2025-10-17 09:12,X,24735.5,1,495375,-665,-0.13,105,0.02,-705,-0.14,68960,0.69
7094,Entry long,2025-10-17 09:06,B=1|T=20251017T1306,24768.75,1,495375,-665,-0.13,105,0.02,-705,-0.14,68960,0.69
7095,Exit long,2025-10-17 09:33,X,24782.5,1,494710,940,0.19,1330,0.27,-710,-0.14,69900,0.70
7095,Entry long,2025-10-17 09:12,B=0|T=20251017T1312,24735.5,1,494710,940,0.19,1330,0.27,-710,-0.14,69900,0.70
7096,Exit long,2025-10-17 09:36,X,24757.75,1,495650,-495,-0.10,720,0.15,-580,-0.12,69405,0.69
7096,Entry long,2025-10-17 09:33,B=1|T=20251017T1333,24782.5,1,495650,-495,-0.10,720,0.15,-580,-0.12,69405,0.69
7097,Exit long,2025-10-17 09:51,X,24842.75,1,495155,1700,0.34,1845,0.37,-1705,-0.34,71105,0.71
7097,Entry long,2025-10-17 09:36,B=0|T=20251017T1336,24757.75,1,495155,1700,0.34,1845,0.37,-1705,-0.34,71105,0.71
7098,Exit long,2025-10-17 10:33,X,24842.25,1,496855,-10,0.00,2360,0.47,-1315,-0.26,71095,0.71
7098,Entry long,2025-10-17 09:51,B=1|T=20251017T1351,24842.75,1,496855,-10,0.00,2360,0.47,-1315,-0.26,71095,0.71
7099,Exit long,2025-10-17 11:48,X,24828,1,496845,-285,-0.06,515,0.10,-3345,-0.67,70810,0.71
7099,Entry long,2025-10-17 10:33,B=0|T=20251017T1433,24842.25,1,496845,-285,-0.06,515,0.10,-3345,-0.67,70810,0.71
7100,Exit long,2025-10-17 12:54,X,24876.25,1,496560,965,0.19,2905,0.59,-270,-0.05,71775,0.72
7100,Entry long,2025-10-17 11:48,B=1|T=20251017T1548,24828,1,496560,965,0.19,2905,0.59,-270,-0.05,71775,0.72
7101,Exit long,2025-10-17 12:57,X,24902.75,1,497525,530,0.11,665,0.13,-55,-0.01,72305,0.72
7101,Entry long,2025-10-17 12:54,B=0|T=20251017T1654,24876.25,1,497525,530,0.11,665,0.13,-55,-0.01,72305,0.72
7102,Exit long,2025-10-17 13:03,X,24885,1,498055,-355,-0.07,120,0.02,-640,-0.13,71950,0.72
7102,Entry long,2025-10-17 12:57,B=1|T=20251017T1657,24902.75,1,498055,-355,-0.07,120,0.02,-640,-0.13,71950,0.72
7103,Exit long,2025-10-17 13:33,X,24901.75,1,497700,335,0.07,440,0.09,-1120,-0.23,72285,0.72
7103,Entry long,2025-10-17 13:03,B=0|T=20251017T1703,24885,1,497700,335,0.07,440,0.09,-1120,-0.23,72285,0.72
7104,Exit long,2025-10-17 13:36,X,24884.25,1,498035,-350,-0.07,280,0.06,-415,-0.08,71935,0.72
7104,Entry long,2025-10-17 13:33,B=1|T=20251017T1733,24901.75,1,498035,-350,-0.07,280,0.06,-415,-0.08,71935,0.72
7105,Exit long,2025-10-17 13:48,X,24912.5,1,497685,565,0.11,600,0.12,-1020,-0.20,72500,0.73
7105,Entry long,2025-10-17 13:36,B=0|T=20251017T1736,24884.25,1,497685,565,0.11,600,0.12,-1020,-0.20,72500,0.73
7106,Exit long,2025-10-17 15:06,X,25006.25,1,498250,1875,0.38,2350,0.47,-265,-0.05,74375,0.74
7106,Entry long,2025-10-17 13:48,B=1|T=20251017T1748,24912.5,1,498250,1875,0.38,2350,0.47,-265,-0.05,74375,0.74
7107,Exit long,2025-10-17 15:09,X,25048.25,1,500125,840,0.17,925,0.18,-25,0.00,75215,0.75
7107,Entry long,2025-10-17 15:06,B=0|T=20251017T1906,25006.25,1,500125,840,0.17,925,0.18,-25,0.00,75215,0.75
7108,Exit long,2025-10-17 15:24,X,25025,1,500965,-465,-0.09,150,0.03,-470,-0.09,74750,0.75
7108,Entry long,2025-10-17 15:09,B=1|T=20251017T1909,25048.25,1,500965,-465,-0.09,150,0.03,-470,-0.09,74750,0.75
7109,Exit long,2025-10-17 16:27,X,25031.25,1,500500,125,0.02,270,0.05,-980,-0.20,74875,0.75
7109,Entry long,2025-10-17 15:24,B=0|T=20251017T1924,25025,1,500500,125,0.02,270,0.05,-980,-0.20,74875,0.75
7110,Exit long,2025-10-17 16:33,X,25032.25,1,500625,20,0.00,235,0.05,-45,-0.01,74895,0.75
7110,Entry long,2025-10-17 16:27,B=1|T=20251017T2027,25031.25,1,500625,20,0.00,235,0.05,-45,-0.01,74895,0.75
7111,Exit long,2025-10-19 18:00,X,25067.25,1,500645,700,0.14,1340,0.27,-130,-0.03,75595,0.76
7111,Entry long,2025-10-17 16:33,B=0|T=20251017T2033,25032.25,1,500645,700,0.14,1340,0.27,-130,-0.03,75595,0.76
7112,Exit long,2025-10-19 18:21,X,25056.25,1,501345,-220,-0.04,235,0.05,-435,-0.09,75375,0.75
7112,Entry long,2025-10-19 18:00,B=1|T=20251019T2200,25067.25,1,501345,-220,-0.04,235,0.05,-435,-0.09,75375,0.75
7113,Exit long,2025-10-19 21:15,X,25056,1,501125,-5,0.00,190,0.04,-2010,-0.40,75370,0.75
7113,Entry long,2025-10-19 18:21,B=0|T=20251019T2221,25056.25,1,501125,-5,0.00,190,0.04,-2010,-0.40,75370,0.75
7114,Exit long,2025-10-20 00:45,X,25100.75,1,501120,895,0.18,1275,0.25,-585,-0.12,76265,0.76
7114,Entry long,2025-10-19 21:15,B=1|T=20251020T0115,25056,1,501120,895,0.18,1275,0.25,-585,-0.12,76265,0.76
7115,Exit long,2025-10-20 00:51,X,25106.75,1,502015,120,0.02,145,0.03,-125,-0.02,76385,0.76
7115,Entry long,2025-10-20 00:45,B=0|T=20251020T0445,25100.75,1,502015,120,0.02,145,0.03,-125,-0.02,76385,0.76
7116,Exit long,2025-10-20 01:03,X,25110,1,502135,65,0.01,175,0.03,-40,-0.01,76450,0.76
7116,Entry long,2025-10-20 00:51,B=1|T=20251020T0451,25106.75,1,502135,65,0.01,175,0.03,-40,-0.01,76450,0.76
7117,Exit long,2025-10-20 01:06,X,25111.75,1,502200,35,0.01,50,0.01,-25,0.00,76485,0.76
7117,Entry long,2025-10-20 01:03,B=0|T=20251020T0503,25110,1,502200,35,0.01,50,0.01,-25,0.00,76485,0.76
7118,Exit long,2025-10-20 01:09,X,25110.5,1,502235,-25,0.00,65,0.01,-75,-0.01,76460,0.76
7118,Entry long,2025-10-20 01:06,B=1|T=20251020T0506,25111.75,1,502235,-25,0.00,65,0.01,-75,-0.01,76460,0.76
7119,Exit long,2025-10-20 01:21,X,25119.25,1,502210,175,0.03,210,0.04,-305,-0.06,76635,0.77
7119,Entry long,2025-10-20 01:09,B=0|T=20251020T0509,25110.5,1,502210,175,0.03,210,0.04,-305,-0.06,76635,0.77
7120,Exit long,2025-10-20 01:39,X,25108.25,1,502385,-220,-0.04,50,0.01,-275,-0.05,76415,0.76
7120,Entry long,2025-10-20 01:21,B=1|T=20251020T0521,25119.25,1,502385,-220,-0.04,50,0.01,-275,-0.05,76415,0.76
7121,Exit long,2025-10-20 01:42,X,25121.5,1,502165,265,0.05,295,0.06,-150,-0.03,76680,0.77
7121,Entry long,2025-10-20 01:39,B=0|T=20251020T0539,25108.25,1,502165,265,0.05,295,0.06,-150,-0.03,76680,0.77
7122,Exit long,2025-10-20 02:00,X,25098.5,1,502430,-460,-0.09,125,0.02,-610,-0.12,76220,0.76
7122,Entry long,2025-10-20 01:42,B=1|T=20251020T0542,25121.5,1,502430,-460,-0.09,125,0.02,-610,-0.12,76220,0.76
7123,Exit long,2025-10-20 02:24,X,25110.75,1,501970,245,0.05,300,0.06,-225,-0.04,76465,0.76
7123,Entry long,2025-10-20 02:00,B=0|T=20251020T0600,25098.5,1,501970,245,0.05,300,0.06,-225,-0.04,76465,0.76
7124,Exit long,2025-10-20 02:27,X,25107.25,1,502215,-70,-0.01,45,0.01,-100,-0.02,76395,0.76
7124,Entry long,2025-10-20 02:24,B=1|T=20251020T0624,25110.75,1,502215,-70,-0.01,45,0.01,-100,-0.02,76395,0.76
7125,Exit long,2025-10-20 02:30,X,25112,1,502145,95,0.02,215,0.04,-15,0.00,76490,0.76
7125,Entry long,2025-10-20 02:27,B=0|T=20251020T0627,25107.25,1,502145,95,0.02,215,0.04,-15,0.00,76490,0.76
7126,Exit long,2025-10-20 02:45,X,25106.75,1,502240,-105,-0.02,275,0.05,-290,-0.06,76385,0.76
7126,Entry long,2025-10-20 02:30,B=1|T=20251020T0630,25112,1,502240,-105,-0.02,275,0.05,-290,-0.06,76385,0.76
7127,Exit long,2025-10-20 02:51,X,25123.25,1,502135,330,0.07,365,0.07,-75,-0.01,76715,0.77
7127,Entry long,2025-10-20 02:45,B=0|T=20251020T0645,25106.75,1,502135,330,0.07,365,0.07,-75,-0.01,76715,0.77
7128,Exit long,2025-10-20 03:03,X,25106.75,1,502465,-330,-0.07,25,0.00,-495,-0.10,76385,0.76
7128,Entry long,2025-10-20 02:51,B=1|T=20251020T0651,25123.25,1,502465,-330,-0.07,25,0.00,-495,-0.10,76385,0.76
7129,Exit long,2025-10-20 03:06,X,25114.5,1,502135,155,0.03,185,0.04,-20,0.00,76540,0.77
7129,Entry long,2025-10-20 03:03,B=0|T=20251020T0703,25106.75,1,502135,155,0.03,185,0.04,-20,0.00,76540,0.77
7130,Exit long,2025-10-20 03:54,X,25117.25,1,502290,55,0.01,760,0.15,-70,-0.01,76595,0.77
7130,Entry long,2025-10-20 03:06,B=1|T=20251020T0706,25114.5,1,502290,55,0.01,760,0.15,-70,-0.01,76595,0.77
7131,Exit long,2025-10-20 06:33,X,25092,1,502345,-505,-0.10,320,0.06,-1110,-0.22,76090,0.76
7131,Entry long,2025-10-20 03:54,B=0|T=20251020T0754,25117.25,1,502345,-505,-0.10,320,0.06,-1110,-0.22,76090,0.76
7132,Exit long,2025-10-20 06:42,X,25071.5,1,501840,-410,-0.08,215,0.04,-445,-0.09,75680,0.76
7132,Entry long,2025-10-20 06:33,B=1|T=20251020T1033,25092,1,501840,-410,-0.08,215,0.04,-445,-0.09,75680,0.76
7133,Exit long,2025-10-20 07:15,X,25078,1,501430,130,0.03,200,0.04,-670,-0.13,75810,0.76
7133,Entry long,2025-10-20 06:42,B=0|T=20251020T1042,25071.5,1,501430,130,0.03,200,0.04,-670,-0.13,75810,0.76
7134,Exit long,2025-10-20 11:39,X,25312.5,1,501560,4690,0.94,4995,1.00,-325,-0.06,80500,0.81
7134,Entry long,2025-10-20 07:15,B=1|T=20251020T1115,25078,1,501560,4690,0.94,4995,1.00,-325,-0.06,80500,0.81
7135,Exit long,2025-10-20 11:45,X,25320.75,1,506250,165,0.03,215,0.04,-110,-0.02,80665,0.81
7135,Entry long,2025-10-20 11:39,B=0|T=20251020T1539,25312.5,1,506250,165,0.03,215,0.04,-110,-0.02,80665,0.81
7136,Exit long,2025-10-20 11:51,X,25318.75,1,506415,-40,-0.01,495,0.10,-350,-0.07,80625,0.81
7136,Entry long,2025-10-20 11:45,B=1|T=20251020T1545,25320.75,1,506415,-40,-0.01,495,0.10,-350,-0.07,80625,0.81
7137,Exit long,2025-10-20 16:57,X,25326.75,1,506375,160,0.03,715,0.14,-580,-0.11,80785,0.81
7137,Entry long,2025-10-20 11:51,B=0|T=20251020T1551,25318.75,1,506375,160,0.03,715,0.14,-580,-0.11,80785,0.81
7138,Exit long,2025-10-20 18:00,X,25320.5,1,506535,-125,-0.02,65,0.01,-165,-0.03,80660,0.81
7138,Entry long,2025-10-20 16:57,B=1|T=20251020T2057,25326.75,1,506535,-125,-0.02,65,0.01,-165,-0.03,80660,0.81
7139,Exit long,2025-10-20 18:24,X,25323.75,1,506410,65,0.01,80,0.02,-250,-0.05,80725,0.81
7139,Entry long,2025-10-20 18:00,B=0|T=20251020T2200,25320.5,1,506410,65,0.01,80,0.02,-250,-0.05,80725,0.81
7140,Exit long,2025-10-20 18:36,X,25313.75,1,506475,-200,-0.04,110,0.02,-235,-0.05,80525,0.81
7140,Entry long,2025-10-20 18:24,B=1|T=20251020T2224,25323.75,1,506475,-200,-0.04,110,0.02,-235,-0.05,80525,0.81
7141,Exit long,2025-10-20 18:39,X,25321,1,506275,145,0.03,165,0.03,0,0.00,80670,0.81
7141,Entry long,2025-10-20 18:36,B=0|T=20251020T2236,25313.75,1,506275,145,0.03,165,0.03,0,0.00,80670,0.81
7142,Exit long,2025-10-20 20:03,X,25313.75,1,506420,-145,-0.03,480,0.09,-205,-0.04,80525,0.81
7142,Entry long,2025-10-20 18:39,B=1|T=20251020T2239,25321,1,506420,-145,-0.03,480,0.09,-205,-0.04,80525,0.81
7143,Exit long,2025-10-20 20:09,X,25321.75,1,506275,160,0.03,200,0.04,-30,-0.01,80685,0.81
7143,Entry long,2025-10-20 20:03,B=0|T=20251021T0003,25313.75,1,506275,160,0.03,200,0.04,-30,-0.01,80685,0.81
